Year,Age,Gender,Spending,Stay,Country_of_origin
2023,33,1,1163,7,Cook Islands
2023,30,0,1386,27,Cook Islands
2023,28,0,453,8,Cook Islands
2023,38,0,1086,25,Fiji
2023,44,0,798,15,Fiji
2023,33,0,1767,6,Fiji
2023,25,0,1946,14,Fiji
2023,35,1,470,26,Fiji
2023,39,0,1408,20,Fiji
2023,53,0,1573,22,Fiji
2023,23,1,634,8,Fiji
2023,20,1,1791,11,Fiji
2023,30,0,530,28,Fiji
2023,18,1,1494,28,Fiji
2023,29,1,1858,7,Fiji
2023,53,0,572,7,Fiji
2023,30,0,706,6,Fiji
2023,17,1,1566,12,Fiji
2023,30,1,571,6,Fiji
2023,39,0,1819,14,French Polynesia
2023,22,0,1006,24,French Polynesia
2023,17,0,1890,14,French Polynesia
2023,56,0,1597,14,French Polynesia
2023,37,1,1490,21,French Polynesia
2023,33,0,1814,7,French Polynesia
2023,31,1,535,14,French Polynesia
2023,37,1,1979,23,French Polynesia
2023,29,0,1837,28,Japan
2023,51,1,1445,22,Japan
2023,35,0,1163,9,Japan
2023,33,0,1783,9,Japan
2023,18,1,1703,8,Japan
2023,33,0,1083,27,Japan
2023,39,0,914,18,Japan
2023,30,0,1547,13,Japan
2023,20,1,582,21,Malaysia
2023,56,0,1558,25,Malaysia
2023,36,1,942,11,Malaysia
2023,28,0,1284,28,Malaysia
2023,42,0,993,27,Malaysia
2023,17,1,735,7,Malaysia
2023,40,0,1096,26,Malaysia
2023,44,1,462,18,Malaysia
2023,40,1,1672,15,New Caledonia
2023,39,0,2019,12,New Caledonia
2023,36,1,975,12,New Caledonia
2023,29,0,967,24,New Caledonia
2023,37,0,592,22,New Caledonia
2023,30,0,1593,18,New Caledonia
2023,49,0,1266,8,New Caledonia
2023,19,0,1278,16,Samoa
2023,29,0,1571,8,Samoa
2023,27,1,724,7,Samoa
2023,18,1,768,11,Samoa
2023,33,0,620,27,Samoa
2023,50,0,899,11,Samoa
2023,29,1,1906,10,Samoa
2023,23,0,1207,20,Samoa
2023,29,1,1022,27,Seaports
2023,56,1,1506,11,Seaports
2023,47,1,698,27,Seaports
2023,33,0,970,18,Seaports
2023,25,1,595,24,Seaports
2023,36,0,973,13,Seaports
2023,32,1,2024,17,Singapore
2023,38,0,1820,22,Singapore
2023,25,0,772,22,Singapore
2023,43,1,916,14,Singapore
2023,34,0,1105,8,Singapore
2023,29,1,1615,6,Singapore
2023,23,0,1458,10,Singapore
2023,34,0,1992,22,Singapore
2023,30,0,1684,15,Singapore
2023,26,0,1549,21,Singapore
2023,31,0,1427,26,Singapore
2023,29,1,2005,18,Singapore
2023,33,0,957,14,Singapore
2023,18,1,700,22,Singapore
2023,48,1,1293,10,Singapore
2023,36,1,1921,15,South Korea
2023,55,0,472,17,South Korea
2023,19,0,1669,23,South Korea
2023,52,0,664,6,South Korea
2023,59,0,1026,20,South Korea
2023,34,0,749,17,South Korea
2023,36,0,1410,12,South Korea
2023,44,0,1174,15,South Korea
2023,30,0,626,23,Tonga
2023,36,1,1984,28,Tonga
2023,49,0,921,13,Tonga
2023,38,0,847,9,Tonga
2023,35,0,1900,27,Tonga
2023,52,1,672,18,Tonga
2023,56,0,1098,7,Tonga
2023,35,0,1962,15,Tonga
2023,46,0,1997,16,United Arab Emirates
2023,28,1,622,7,United Arab Emirates
2023,29,0,1317,7,United Arab Emirates
2023,36,0,1639,6,United Arab Emirates
2023,42,0,1263,12,United Arab Emirates
2023,35,0,488,15,United Arab Emirates
2023,42,1,1501,12,United Arab Emirates
2023,48,0,1976,10,United Arab Emirates
2023,36,0,1804,12,United States
2023,50,0,1439,7,United States
2023,59,0,1541,8,United States
2023,18,0,1259,10,United States
2023,52,0,463,26,United States
2023,41,0,838,17,United States
2023,27,1,851,22,United States
2023,44,1,916,28,United States
2023,58,0,1317,21,United States
2023,22,1,1116,28,United States
2023,44,0,1806,7,United States
2023,31,0,584,24,United States
2023,31,1,895,21,United States
2023,52,0,1184,8,United States
2023,36,0,700,16,United States
2023,32,1,807,15,United States
2023,51,0,1506,16,United States
2023,36,0,1336,17,United States
2023,55,1,1892,25,United States
2023,32,0,1495,6,United States
2023,42,0,1470,7,United States
2023,33,1,1423,8,United States
2023,50,0,1413,18,United States
2023,40,0,1769,27,United States
2023,40,0,1073,9,United States
2023,49,0,1848,28,United States
2023,39,0,970,6,United States
2023,33,1,1121,8,United States
2023,43,0,1906,6,United States
2023,56,0,1365,6,United States
2023,59,1,1772,14,United States
2023,29,1,1617,7,United States
2023,23,0,1403,22,United States
2023,33,0,1040,8,United States
2023,24,0,1865,13,United States
2023,44,0,1473,11,United States
2023,23,0,1359,16,United States
2023,37,0,834,28,United States
2023,19,0,956,10,United States
2023,37,1,2019,8,United States
2023,35,0,780,9,United States
2023,56,0,1794,13,United States
2023,30,0,556,13,United States
2023,49,1,1544,6,United States
2023,37,0,1974,12,United States
2023,40,0,994,19,United States
2023,36,0,1581,19,United States
2023,31,1,787,19,Australia
2023,23,1,1041,6,Australia
2023,39,0,1838,14,Australia
2023,27,1,1883,16,Australia
2023,52,1,1492,26,Australia
2023,43,1,1089,14,Australia
2023,48,0,1946,15,Australia
2023,42,0,1278,12,Australia
2023,39,0,1432,17,Australia
2023,33,1,1247,26,Australia
2023,40,1,708,22,Australia
2023,55,0,1623,9,Australia
2023,31,0,1244,23,Australia
2023,44,1,1411,22,Australia
2023,55,1,617,13,Australia
2023,33,0,1556,17,Australia
2023,20,0,873,19,Australia
2023,59,0,1637,26,Australia
2023,55,0,2029,18,Australia
2023,55,1,1502,23,Australia
2023,32,1,948,12,Australia
2023,41,1,1955,15,Australia
2023,30,1,1656,6,Australia
2023,23,1,1119,15,Australia
2023,59,1,780,25,Australia
2023,20,0,1475,8,Australia
2023,47,1,2007,21,Australia
2023,38,0,1632,7,Australia
2023,28,1,803,26,Australia
2023,43,0,599,15,Australia
2023,41,1,1506,16,Australia
2023,24,1,958,21,Australia
2023,29,0,803,23,Australia
2023,31,1,914,22,Australia
2023,20,0,1363,19,Australia
2023,22,0,705,7,Australia
2023,52,0,1806,10,Australia
2023,56,1,1026,8,Australia
2023,17,1,1005,19,Australia
2023,38,1,1880,11,Australia
2023,52,0,2020,23,Australia
2023,28,0,1321,24,Australia
2023,47,0,1326,23,Australia
2023,56,1,1325,19,Australia
2023,32,0,2001,13,Australia
2023,26,1,1450,11,Australia
2023,34,0,829,14,Australia
2023,17,0,2001,23,Australia
2023,54,0,1508,28,Australia
2023,55,1,1697,19,Australia
2023,56,0,1931,23,Australia
2023,55,0,1053,8,Australia
2023,1,1,1864,21,Australia
2023,2,0,820,25,Australia
2023,51,0,1080,12,Australia
2023,22,1,1765,20,Australia
2023,2,1,1999,12,Australia
2023,2,0,554,14,Australia
2023,21,0,1233,18,Australia
2023,51,1,712,14,Australia
2023,45,0,727,27,Australia
2023,27,0,1568,7,Australia
2023,41,1,1790,7,Australia
2023,48,0,1700,26,Australia
2023,8,1,858,21,Australia
2023,9,1,506,22,Australia
2023,18,1,877,19,Australia
2023,19,0,1040,7,Australia
2023,50,1,592,9,Australia
2023,45,1,1287,28,Australia
2023,52,0,1446,23,Australia
2023,15,1,1114,6,Australia
2023,15,0,764,18,Australia
2023,3,1,1839,8,Australia
2023,39,0,687,14,Australia
2023,30,1,1530,27,Australia
2023,32,1,1605,14,Australia
2023,41,1,1144,20,Australia
2023,32,1,887,25,Australia
2023,32,1,1802,27,Australia
2023,32,0,1864,13,Australia
2023,21,1,2011,10,Australia
2023,27,1,1496,12,Australia
2023,32,0,709,19,Australia
2023,53,1,855,21,Australia
2023,51,1,878,25,Australia
2023,18,1,1819,19,Australia
2023,57,1,1265,7,Australia
2023,33,0,1219,11,Australia
2023,33,1,1898,27,Australia
2023,12,0,1292,20,Australia
2023,26,1,1207,10,Australia
2023,36,1,1972,13,Australia
2023,34,0,569,17,Australia
2023,57,1,2013,19,Australia
2023,31,1,2009,17,Australia
2023,49,0,1905,24,Australia
2023,35,1,1870,15,Australia
2023,17,0,1595,11,Australia
2023,48,1,1593,22,Australia
2023,26,0,1429,27,Australia
2023,15,1,509,6,Australia
2023,12,0,756,22,Australia
2023,39,0,1356,9,Australia
2023,11,0,1922,7,Australia
2023,17,0,2025,28,Australia
2023,11,1,1880,17,Australia
2023,25,0,1070,11,Australia
2023,43,0,1818,26,Australia
2023,17,0,729,27,Australia
2023,38,1,1588,22,Australia
2023,44,0,1883,19,Australia
2023,45,0,1880,16,Australia
2023,28,1,1455,6,Australia
2023,29,0,1690,25,Australia
2023,25,1,1014,24,Australia
2023,28,0,1487,11,Australia
2023,33,0,1115,17,Australia
2023,26,0,1942,16,Australia
2023,52,0,1065,24,Australia
2023,39,0,454,21,Australia
2023,20,1,1535,17,Australia
2023,26,0,1937,15,Australia
2023,23,1,1215,26,Australia
2023,21,0,1839,17,Australia
2023,52,0,1486,9,Australia
2023,35,1,505,8,Australia
2023,30,0,1895,17,Canada
2023,49,0,727,8,Canada
2023,30,1,1951,7,Canada
2023,32,0,991,10,Canada
2023,57,1,1170,16,Canada
2023,34,0,1021,16,Canada
2023,20,0,1838,23,Canada
2023,35,0,1317,28,Canada
2023,52,1,674,17,Cook Islands
2023,45,0,1476,21,Cook Islands
2023,34,0,1961,8,Cook Islands
2023,32,1,1352,15,Cook Islands
2023,39,0,589,9,Cook Islands
2023,58,0,1501,6,Cook Islands
2023,37,1,657,15,Cook Islands
2023,32,1,1820,18,Cook Islands
2023,57,1,1680,13,Fiji
2023,59,0,1327,12,Fiji
2023,26,1,1628,22,Fiji
2023,31,0,1837,26,Fiji
2023,20,0,560,18,Fiji
2023,32,0,1531,20,Fiji
2023,59,1,576,15,Fiji
2023,27,0,782,8,Fiji
2023,35,0,1451,6,Fiji
2023,29,0,1712,8,Fiji
2023,22,1,787,14,Fiji
2023,53,1,1681,20,Fiji
2023,33,1,1211,6,Fiji
2023,29,0,1944,28,Fiji
2023,32,1,1765,22,French Polynesia
2023,23,1,1555,10,French Polynesia
2023,26,1,808,11,French Polynesia
2023,28,0,508,19,French Polynesia
2023,28,1,835,20,French Polynesia
2023,58,1,1196,17,French Polynesia
2023,32,1,1909,27,French Polynesia
2023,49,1,1508,28,French Polynesia
2023,33,0,1172,22,Hong Kong
2023,56,1,1407,9,Hong Kong
2023,42,1,1213,7,Hong Kong
2023,52,0,1997,7,Hong Kong
2023,50,0,2009,21,Hong Kong
2023,44,1,758,24,Hong Kong
2023,47,1,757,8,Hong Kong
2023,21,0,1868,14,Hong Kong
2023,53,0,1466,8,Japan
2023,22,0,526,26,Japan
2023,55,0,840,27,Japan
2023,17,0,1525,17,Japan
2023,24,1,480,28,Japan
2023,32,0,1847,9,Japan
2023,35,1,1202,24,Japan
2023,33,1,1240,20,Japan
2023,49,0,639,11,Malaysia
2023,25,1,1511,7,Malaysia
2023,48,1,973,15,Malaysia
2023,33,0,984,12,Malaysia
2023,26,0,1576,27,Malaysia
2023,50,0,1961,9,Malaysia
2023,21,1,807,15,Malaysia
2023,18,1,1950,16,Malaysia
2023,29,0,927,11,New Caledonia
2023,55,1,1156,6,New Caledonia
2023,36,1,870,25,New Caledonia
2023,36,0,735,15,New Caledonia
2023,49,1,1166,24,New Caledonia
2023,57,0,635,11,New Caledonia
2023,46,1,519,28,New Caledonia
2023,29,1,929,25,New Caledonia
2023,57,1,1568,14,Samoa
2023,17,1,842,27,Samoa
2023,42,0,1817,9,Samoa
2023,22,0,1756,20,Samoa
2023,19,0,601,9,Samoa
2023,48,1,1649,19,Samoa
2023,32,0,1431,13,Seaports
2023,36,0,1698,24,Seaports
2023,25,1,1957,13,Seaports
2023,30,1,1080,9,Seaports
2023,47,0,1673,20,Seaports
2023,25,1,1787,13,Seaports
2023,22,0,1137,22,Singapore
2023,65,0,792,24,Singapore
2023,36,0,1684,7,Singapore
2023,47,1,1836,14,Singapore
2023,2,0,1638,18,Singapore
2023,53,1,1967,7,Singapore
2023,3,1,1441,12,Singapore
2023,57,1,1698,24,Singapore
2023,42,0,1750,9,Singapore
2023,33,0,1635,9,Singapore
2023,32,0,1676,28,Singapore
2023,28,1,1319,19,Singapore
2023,57,0,853,13,Singapore
2023,57,0,518,21,Singapore
2023,35,0,1857,10,Singapore
2023,21,1,1180,28,Singapore
2023,22,0,1587,7,Taiwan
2023,28,1,1583,28,Taiwan
2023,46,1,544,22,Taiwan
2023,56,0,1314,12,Taiwan
2023,22,0,1936,23,Taiwan
2023,41,1,794,13,Taiwan
2023,26,1,1155,22,Taiwan
2023,28,0,1196,28,Tonga
2023,44,0,1444,17,Tonga
2023,46,0,1852,20,Tonga
2023,40,0,627,13,Tonga
2023,63,0,1581,14,Tonga
2023,33,0,635,21,Tonga
2023,45,0,841,14,Tonga
2023,26,1,1448,11,Tonga
2023,35,0,863,10,United Arab Emirates
2023,35,1,539,14,United Arab Emirates
2023,6,0,1582,19,United Arab Emirates
2023,50,1,1154,12,United Arab Emirates
2023,59,0,456,9,United Arab Emirates
2023,22,0,806,24,United Arab Emirates
2023,56,0,1309,20,United Arab Emirates
2023,37,1,1413,6,United Arab Emirates
2023,20,1,1809,16,United States
2023,38,0,1323,6,United States
2023,38,1,1156,19,United States
2023,33,0,939,18,United States
2023,17,0,2020,12,United States
2023,51,0,552,20,United States
2023,21,0,1588,20,United States
2023,22,1,634,23,United States
2023,5,0,1990,12,United States
2023,40,0,509,27,United States
2023,37,1,1953,21,United States
2023,30,0,512,15,United States
2023,35,0,1793,8,United States
2023,42,1,609,25,United States
2023,23,1,1483,7,United States
2023,32,1,952,27,United States
2023,51,1,459,22,United States
2023,28,0,1873,24,United States
2023,2,0,1566,17,United States
2023,59,1,1667,13,United States
2023,37,1,1455,6,United States
2023,33,0,1870,11,United States
2023,57,0,1697,21,United States
2023,57,0,588,26,United States
2023,52,1,808,19,United States
2023,57,1,863,14,United States
2023,38,0,1968,27,United States
2023,54,0,1690,13,United States
2023,39,0,1842,7,United States
2023,26,0,923,28,United States
2023,36,0,1452,21,United States
2023,40,1,1861,25,United States
2023,41,1,1068,19,United States
2023,22,1,1180,21,United States
2023,20,1,811,9,United States
2023,21,0,533,26,United States
2023,41,0,2001,19,United States
2023,45,1,464,13,United States
2023,50,1,2018,25,United States
2023,35,1,1885,17,Australia
2023,18,0,1203,9,Australia
2023,26,1,465,9,Australia
2023,18,1,670,8,Australia
2023,24,0,1994,22,Australia
2023,47,1,1938,17,Australia
2023,36,1,494,23,Australia
2023,64,0,1221,26,Australia
2023,35,1,1039,16,Australia
2023,44,1,1525,27,Australia
2023,36,1,1995,19,Australia
2023,21,0,831,20,Australia
2023,3,1,1864,20,Australia
2023,40,1,462,21,Australia
2023,46,1,1997,22,Australia
2023,50,1,659,16,Australia
2023,29,0,846,10,Australia
2023,17,0,561,22,Australia
2023,41,1,645,13,Australia
2023,55,1,1678,15,Australia
2023,18,0,1296,9,Australia
2023,38,0,1880,13,Australia
2023,50,1,1741,10,Australia
2023,54,1,803,12,Australia
2023,59,0,907,6,Australia
2023,6,1,802,17,Australia
2023,27,1,927,20,Australia
2023,28,1,824,27,Australia
2023,55,0,478,24,Australia
2023,58,1,702,10,Australia
2023,25,0,1184,8,Australia
2023,20,0,707,6,Australia
2023,42,0,1267,7,Australia
2023,40,1,1620,27,Australia
2023,23,0,1702,26,Australia
2023,23,0,957,6,Australia
2023,40,0,647,16,Australia
2023,36,1,1889,6,Australia
2023,29,0,1542,26,Australia
2023,64,1,1908,19,Australia
2023,35,0,1239,13,Australia
2023,34,1,1788,8,Australia
2023,52,0,1951,27,Australia
2023,53,0,1232,26,Australia
2023,52,0,879,17,Australia
2023,30,0,659,13,Australia
2023,29,1,907,8,Australia
2023,57,0,766,28,Australia
2023,40,1,1376,24,Australia
2023,49,0,1352,26,Australia
2023,22,0,1744,21,Australia
2023,30,1,1845,18,Australia
2023,36,1,1486,21,Australia
2023,28,1,2003,10,Australia
2023,3,1,933,19,Australia
2023,36,1,1114,28,Australia
2023,35,0,699,17,Australia
2023,42,1,1363,22,Australia
2023,32,1,961,15,Australia
2023,33,0,966,18,Australia
2023,36,0,1623,19,Australia
2023,40,0,1854,20,Australia
2023,43,1,1074,14,Australia
2023,38,1,739,8,Australia
2023,17,1,824,19,Australia
2023,35,0,1368,22,Australia
2023,41,1,506,23,Australia
2023,53,0,1363,26,Australia
2023,34,0,1139,15,Australia
2023,35,1,2008,7,Australia
2023,32,0,596,6,Australia
2023,38,0,1031,14,Australia
2023,30,0,880,7,Australia
2023,23,1,686,7,Australia
2023,41,1,467,22,Australia
2023,41,1,1257,12,Australia
2023,38,1,589,28,Australia
2023,24,1,740,27,Australia
2023,25,1,1241,18,Australia
2023,22,1,1980,14,Australia
2023,52,1,694,21,Australia
2023,42,0,1279,23,Australia
2023,25,1,1319,10,Australia
2023,18,1,1257,9,Australia
2023,42,1,1487,21,Australia
2023,45,0,1460,9,Australia
2023,36,1,664,13,Australia
2023,20,0,846,17,Australia
2023,21,1,928,20,Australia
2023,36,1,530,7,Australia
2023,34,0,1379,18,Australia
2023,42,1,1873,27,Australia
2023,18,0,503,16,Australia
2023,51,1,1109,7,Australia
2023,37,0,613,15,Australia
2023,20,1,1825,18,Australia
2023,55,0,939,21,Australia
2023,54,1,565,25,Australia
2023,21,1,1168,10,Australia
2023,36,1,1545,21,Australia
2023,60,1,1364,27,Australia
2023,17,0,1584,9,Australia
2023,19,0,1283,26,Australia
2023,51,0,1835,8,Australia
2023,26,1,1374,7,Australia
2023,56,1,1439,14,Australia
2023,50,0,870,15,Australia
2023,47,0,1837,28,Australia
2023,61,0,1206,23,Australia
2023,50,1,472,13,Australia
2023,20,1,1470,19,Australia
2023,56,1,948,23,Australia
2023,44,0,597,8,Australia
2023,59,0,2029,21,Australia
2023,36,1,1292,25,Australia
2023,18,1,670,19,Australia
2023,55,0,1111,24,Australia
2023,25,1,759,18,Australia
2023,50,1,1245,16,Australia
2023,36,1,1770,11,Australia
2023,18,0,705,28,Australia
2023,63,0,1821,25,Australia
2023,49,1,514,27,Canada
2023,28,0,986,10,Canada
2023,33,0,1411,7,Canada
2023,56,0,1307,28,Canada
2023,35,0,656,11,Canada
2023,20,0,640,10,Canada
2023,35,0,1440,28,Canada
2023,23,0,1247,28,Canada
2023,55,1,716,21,Chile
2023,40,0,1244,7,Chile
2023,48,0,1294,22,Chile
2023,53,1,1734,9,Chile
2023,50,0,455,19,Chile
2023,56,0,1652,22,Chile
2023,62,1,637,17,China
2023,36,0,861,14,China
2023,35,1,1505,23,China
2023,29,0,1514,18,China
2023,61,0,1953,26,China
2023,36,0,1283,12,China
2023,36,0,1841,24,Cook Islands
2023,19,0,1174,26,Cook Islands
2023,52,1,738,15,Cook Islands
2023,64,0,1466,18,Cook Islands
2023,39,1,1321,24,Cook Islands
2023,17,0,1237,19,Cook Islands
2023,36,0,675,15,Cook Islands
2023,41,1,659,16,Cook Islands
2023,66,1,1595,14,Fiji
2023,36,1,1325,20,Fiji
2023,19,0,504,10,Fiji
2023,64,0,1834,21,Fiji
2023,35,0,1258,19,Fiji
2023,29,0,2019,15,Fiji
2023,53,0,1542,19,Fiji
2023,20,0,572,27,Fiji
2023,59,1,1535,28,Fiji
2023,22,0,1691,7,Fiji
2023,38,1,1590,19,Fiji
2023,52,0,543,19,Fiji
2023,36,1,1131,28,Fiji
2023,24,0,1842,28,Fiji
2023,43,0,810,20,Fiji
2023,19,0,1770,19,Fiji
2023,20,0,983,13,French Polynesia
2023,33,1,682,6,French Polynesia
2023,42,0,1823,18,French Polynesia
2023,59,1,1218,11,French Polynesia
2023,18,0,1483,6,French Polynesia
2023,42,0,1776,14,French Polynesia
2023,42,0,942,28,French Polynesia
2023,46,0,1712,21,Japan
2023,28,0,1935,22,Japan
2023,27,0,1372,28,Japan
2023,40,0,1824,14,Japan
2023,36,0,1830,27,Japan
2023,36,0,1483,24,Japan
2023,23,0,791,20,Japan
2023,47,1,656,16,Malaysia
2023,28,1,1719,20,Malaysia
2023,42,0,1784,20,Malaysia
2023,40,1,504,24,Malaysia
2023,58,1,1495,24,Malaysia
2023,26,1,972,20,Malaysia
2023,27,1,1372,9,Malaysia
2023,26,1,1813,27,Malaysia
2023,19,0,744,11,New Caledonia
2023,55,0,1192,18,New Caledonia
2023,32,1,1493,7,New Caledonia
2023,32,1,495,17,New Caledonia
2023,25,0,1495,15,New Caledonia
2023,43,0,1663,21,Samoa
2023,56,0,1114,20,Samoa
2023,55,0,2008,14,Samoa
2023,42,0,1747,17,Samoa
2023,36,1,1651,15,Samoa
2023,56,0,987,11,Samoa
2023,40,1,1675,16,Samoa
2023,42,1,920,21,Samoa
2023,54,1,558,10,Singapore
2023,46,1,1873,14,Singapore
2023,17,0,803,13,Singapore
2023,26,1,841,6,Singapore
2023,36,0,803,20,Singapore
2023,18,0,1606,12,Singapore
2023,51,0,1208,26,Singapore
2023,42,1,890,24,Singapore
2023,53,1,1833,27,Singapore
2023,55,1,792,16,Singapore
2023,53,1,1553,19,Singapore
2023,52,1,1228,28,Singapore
2023,42,0,743,25,Singapore
2023,41,0,1659,16,Singapore
2023,20,1,2020,10,Singapore
2023,32,1,582,26,South Korea
2023,42,1,630,11,South Korea
2023,22,0,1588,25,South Korea
2023,42,0,1121,18,South Korea
2023,42,1,1369,19,South Korea
2023,42,1,1479,7,South Korea
2023,42,0,1269,18,Tonga
2023,36,1,1453,10,Tonga
2023,27,0,1647,20,Tonga
2023,42,1,1115,20,Tonga
2023,36,0,1778,18,Tonga
2023,42,1,932,11,Tonga
2023,51,0,953,7,Tonga
2023,55,1,1478,7,Tonga
2023,24,0,1956,13,United Arab Emirates
2023,42,0,1699,23,United Arab Emirates
2023,36,1,858,9,United Arab Emirates
2023,34,0,1113,9,United Arab Emirates
2023,18,1,727,6,United Arab Emirates
2023,38,0,980,10,United Arab Emirates
2023,42,0,1360,12,United Arab Emirates
2023,31,1,1981,21,United Arab Emirates
2023,32,1,1292,19,United States
2023,57,0,1792,11,United States
2023,67,0,866,6,United States
2023,38,1,670,15,United States
2023,30,0,626,16,United States
2023,45,0,1243,7,United States
2023,22,0,954,13,United States
2023,56,1,1529,26,United States
2023,24,0,929,19,United States
2023,36,1,1418,14,United States
2023,39,0,1294,11,United States
2023,56,1,1152,28,United States
